name,all,function def,class def,import,exception,param,keyword,alias,object decl,object,case_convention,words
test_export_discontiguous,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'export', 'discontiguous']"
TestFFTFreq,1,,1,,,,,,,,CapitalizedWords,"['test', 'fft', 'freq']"
txt,18,,,,,,,,,18,lowercase,['txt']
dma_2,2,,,,,,,,,2,lower_case_with_underscores,"['dma', '2']"
dma_3,2,,,,,,,,,2,lower_case_with_underscores,"['dma', '3']"
unit,49,,,,,,25,,,24,lowercase,['unit']
dma_1,6,,,,,,,,,6,lower_case_with_underscores,"['dma', '1']"
test_blasdot_uninitialized_memory,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'blasdot', 'uninitialized', 'memory']"
get_vendor_string,2,1,,,,,,,,1,lower_case_with_underscores,"['get', 'vendor', 'string']"
_check,20,1,,,,,,,,19,lowercase,['check']
_do_init,2,1,,,,,,,,1,lower_case_with_underscores,"['do', 'init']"
subpath,19,,,,,,,,,19,lowercase,['subpath']
get_swig_modulename,2,1,,,,,,,,1,lower_case_with_underscores,"['get', 'swig', 'modulename']"
_handyman,10,,,,,,,,,10,lowercase,['handyman']
tokenize,5,,,1,,,,,,4,lowercase,['tokenize']
c_intp,2,,,,,,,1,,1,lower_case_with_underscores,"['c', 'intp']"
cPickle,5,,,5,,,,,,,mixedCase,"['c', 'pickle']"
notin,6,,,,,,,,,6,lowercase,['notin']
isatty,1,,,,,,,,,1,lowercase,['isatty']
_file_openers,9,,,,,,,,,9,lower_case_with_underscores,"['file', 'openers']"
_nanmedian_small,2,1,,,,,,,,1,lower_case_with_underscores,"['nanmedian', 'small']"
TestMatmulOperator,1,,1,,,,,,,,CapitalizedWords,"['test', 'matmul', 'operator']"
testConstructor0,3,3,,,,,,,,,mixedCase,"['test', 'constructor0']"
testConstructor1,4,4,,,,,,,,,mixedCase,"['test', 'constructor1']"
testConstructor2,4,4,,,,,,,,,mixedCase,"['test', 'constructor2']"
legder,12,1,,,,,,,,11,lowercase,['legder']
liblist,3,,,,,,,,,3,lowercase,['liblist']
unpack,7,,,,,,1,,,6,lowercase,['unpack']
mA2,3,,,,,,,,,3,mixedCase,"['m', 'a2']"
writelines,9,1,,,,,,,,8,lowercase,['writelines']
revidx,3,,,,,,,,,3,lowercase,['revidx']
test_eigh_build,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'eigh', 'build']"
test_polyone,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'polyone']"
betain,6,,,,,,,,,6,lowercase,['betain']
load_data,3,1,,,,,,,,2,lower_case_with_underscores,"['load', 'data']"
true_divide,15,,,,,,,,,15,lower_case_with_underscores,"['true', 'divide']"
mrecords,5,,,5,,,,,,,lowercase,['mrecords']
get_data_files,6,1,,3,,,,,,2,lower_case_with_underscores,"['get', 'data', 'files']"
drop_fields,10,1,,1,,,,,,8,lower_case_with_underscores,"['drop', 'fields']"
check_function,28,8,,,,,,,,20,lower_case_with_underscores,"['check', 'function']"
test_mask_size,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'mask', 'size']"
isLabel,2,1,,,,,,,,1,mixedCase,"['is', 'label']"
nanargmin,3,1,,,,,,,,2,lowercase,['nanargmin']
La,7,,,,,,,,,7,CapitalizedWords,['la']
dsum,2,,,,,,,,,2,lowercase,['dsum']
want,10,,,,,,,,,10,lowercase,['want']
msg1,2,,,,,,,,,2,lowercase,['msg1']
test_hermmulx,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'hermmulx']"
test_invalid_array,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'invalid', 'array']"
absolute,52,,,5,,,,,,47,lowercase,['absolute']
indention,3,,,,,,,,,3,lowercase,['indention']
AllocationTracker,2,,1,,,,,,,1,CapitalizedWords,"['allocation', 'tracker']"
unmasked,3,,,,,,,,,3,lowercase,['unmasked']
matmul,39,,,,,,,,,39,lowercase,['matmul']
machine,9,,,,,,1,,,8,lowercase,['machine']
a_obj,7,,,,,,,,,7,lower_case_with_underscores,"['a', 'obj']"
bfmt,10,,,,,,,,,10,lowercase,['bfmt']
SourceFiles,2,,1,,,,,,,1,CapitalizedWords,"['source', 'files']"
_is_32bit,1,1,,,,,,,,,lower_case_with_underscores,"['is', '32bit']"
A,520,,19,,,,,,,501,B,"['', 'a']"
badnames,5,,,,,,,,,5,lowercase,['badnames']
legcompanion,7,1,,,,,,,,6,lowercase,['legcompanion']
test_fast_power,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'fast', 'power']"
L6,4,,,,,,,,,4,UPPERCASE,['l6']
L7,2,,,,,,,,,2,UPPERCASE,['l7']
L4,4,,,,,,,,,4,UPPERCASE,['l4']
L5,4,,,,,,,,,4,UPPERCASE,['l5']
hermezero,2,,,,,,,,,2,lowercase,['hermezero']
L3,4,,,,,,,,,4,UPPERCASE,['l3']
L0,4,,,,,,,,,4,UPPERCASE,['l0']
L1,4,,,,,,,,,4,UPPERCASE,['l1']
types,90,,,8,,,,,,82,lowercase,['types']
L9,2,,,,,,,,,2,UPPERCASE,['l9']
_gdict_,2,,,,,,,,,2,lowercase,['gdict']
classmethod,12,,,,,,,,,12,lowercase,['classmethod']
alias,8,,,,,,,,,8,lowercase,['alias']
_prepend_edge,7,1,,,,,,,,6,lower_case_with_underscores,"['prepend', 'edge']"
atlas_info,28,,1,,,,,,,27,lower_case_with_underscores,"['atlas', 'info']"
script_args,2,,,,,,,,,2,lower_case_with_underscores,"['script', 'args']"
exext,2,,,,,,,,,2,lowercase,['exext']
NotImplementedError,27,,,,,,,,,27,CapitalizedWords,"['not', 'implemented', 'error']"
test_vecobject,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'vecobject']"
getA,2,1,,,,,,,,1,mixedCase,"['get', 'a']"
nameargspattern,2,,,,,,,,,2,lowercase,['nameargspattern']
vars,315,,,,,,1,,,314,lowercase,['vars']
_V,1,,,,,,,,,1,B,"['', 'v']"
_S,1,,,,,,,,,1,B,"['', 's']"
LooseVersion,9,,,4,,,,,,5,CapitalizedWords,"['loose', 'version']"
ufunc_types_api,4,,,,,,,,,4,lower_case_with_underscores,"['ufunc', 'types', 'api']"
_N,1,,,,,,,,,1,B,"['', 'n']"
_L,1,,,,,,,,,1,B,"['', 'l']"
assertTrue,586,,,,,,,,,586,mixedCase,"['assert', 'true']"
hexdigest,7,,,,,,,,,7,lowercase,['hexdigest']
new_lst,6,,,,,,,,,6,lower_case_with_underscores,"['new', 'lst']"
test_matrices,3,3,,,,,,,,,lower_case_with_underscores,"['test', 'matrices']"
cumsum,27,2,,,,,,,,25,lowercase,['cumsum']
_A,1,,,,,,,,,1,B,"['', 'a']"
a_real,2,,,,,,,,,2,lower_case_with_underscores,"['a', 'real']"
vectorize,23,,1,1,,,,,,21,lowercase,['vectorize']
_z,4,,,,,,,,,4,b,['z']
fit,6,1,,,,,,,,5,lowercase,['fit']
_x,10,,,,,,,,,10,b,['x']
test_roundtrip_file,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'roundtrip', 'file']"
DistutilsSetupError,12,,,3,,,,,,9,CapitalizedWords,"['distutils', 'setup', 'error']"
_r,4,,,,,,,,,4,b,['r']
timedelta64,107,,,,,,,,,107,lowercase,['timedelta64']
_p,4,,,,,,,,,4,b,['p']
_o,2,,,,,,,,,2,b,['o']
_check_compiler,15,1,,,,,,,,14,lower_case_with_underscores,"['check', 'compiler']"
_m,114,,,,,,,,,114,b,['m']
test_instances,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'instances']"
_k,4,,,,,,,,,4,b,['k']
fid,103,,,,,,,,,103,lowercase,['fid']
rint,1,,,,,,,,,1,lowercase,['rint']
_f,6,,,,,,,,,6,b,['f']
_d,10,,,,,,,,,10,b,['d']
fin,8,,,,,,,,,8,lowercase,['fin']
test_dtype_error,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'dtype', 'error']"
_a,13,,,,,,,,,13,b,['a']
test_array_rank2_eq,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'array', 'rank2', 'eq']"
var1,1,,,,,,,,,1,lowercase,['var1']
test_large_svd_32bit,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'large', 'svd', '32bit']"
var2,1,,,,,,,,,1,lowercase,['var2']
colsep,2,,,,,,,,,2,lowercase,['colsep']
fp_view,3,,,,,,,,,3,lower_case_with_underscores,"['fp', 'view']"
test_lagx,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'lagx']"
test_half_array_interface,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'half', 'array', 'interface']"
my_module,1,,,1,,,,,,,lower_case_with_underscores,"['my', 'module']"
optinfo,2,,,,,,,,,2,lowercase,['optinfo']
set_info,34,1,,,,,,,,33,lower_case_with_underscores,"['set', 'info']"
leading_items,6,,,,,,,,,6,lower_case_with_underscores,"['leading', 'items']"
masklist,2,,,,,,,,,2,lowercase,['masklist']
TestIsneginf,1,,1,,,,,,,,CapitalizedWords,"['test', 'isneginf']"
_select,2,1,,,,,,,,1,lowercase,['select']
test_iter_too_large,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'iter', 'too', 'large']"
publish_parts,1,,,,,,,,,1,lower_case_with_underscores,"['publish', 'parts']"
test_mapdomain,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'mapdomain']"
sphinxext,2,,,2,,,,,,,lowercase,['sphinxext']
dumps,29,1,,,,,,,,28,lowercase,['dumps']
do_generate_api,4,2,,,,,,,,2,lower_case_with_underscores,"['do', 'generate', 'api']"
manifest_setup_ldargs,2,1,,,,,,,,1,lower_case_with_underscores,"['manifest', 'setup', 'ldargs']"
timeout,1,,,,,,1,,,,lowercase,['timeout']
debug,78,,,,,,14,,1,63,lowercase,['debug']
groupcounter,217,,,,,,,,4,213,lowercase,['groupcounter']
curdata,4,,,,,,,,,4,lowercase,['curdata']
visitTuple,1,1,,,,,,,,,mixedCase,"['visit', 'tuple']"
financial,2,,,1,,,,,,1,lowercase,['financial']
test_string_arrays,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'string', 'arrays']"
series,4,,,,,,,,,4,lowercase,['series']
default_x11_lib_dirs,5,,,,,,,,,5,lower_case_with_underscores,"['default', 'x11', 'lib', 'dirs']"
sw_arr,2,,,,,,,,,2,lower_case_with_underscores,"['sw', 'arr']"
DOCLINES,3,,,,,,,,,3,UPPERCASE,"['docline', 's']"
pad_iter_a,12,,,,,,,,,12,lower_case_with_underscores,"['pad', 'iter', 'a']"
tst_all_isclose,2,1,,,,,,,,1,lower_case_with_underscores,"['tst', 'all', 'isclose']"
_retval,4,1,,,,,,,,3,lowercase,['retval']
xp,38,,,,,,,,,38,lowercase,['xp']
Arrayterator,3,,1,1,,,,,,1,CapitalizedWords,['arrayterator']
long_var_name,1,,,,,,,,,1,lower_case_with_underscores,"['long', 'var', 'name']"
rt,4,,,,,,,,,4,lowercase,['rt']
rv,3,,,,,,,,,3,lowercase,['rv']
rp,5,,,,,,,,,5,lowercase,['rp']
rr,15,,,,,,,,,15,lowercase,['rr']
rs,4,2,,,,,,,,2,lowercase,['rs']
dst,9,,,,,,,,,9,lowercase,['dst']
rx,14,,,,,,,,,14,lowercase,['rx']
inplace,38,,,,,,7,,,31,lowercase,['inplace']
rd,150,,,,,,,,,150,lowercase,['rd']
re,432,,,50,,,,,,382,lowercase,['re']
rf,27,,,,,,,,,27,lowercase,['rf']
MatmulCommon,3,,1,,,,,,,2,CapitalizedWords,"['matmul', 'common']"
ra,29,,,,,,,,,29,lowercase,['ra']
rb,3,,,,,,,,,3,lowercase,['rb']
rc,15,,,,,,,,,15,lowercase,['rc']
rl,17,,,,,,,,,17,lowercase,['rl']
cxx_ext_match,3,,,,,,,,,3,lower_case_with_underscores,"['cxx', 'ext', 'match']"
rn,13,,,,,,,,,13,lowercase,['rn']
test_uint64_fromstring,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'uint64', 'fromstring']"
cflags_flag,3,,,,,,,,,3,lower_case_with_underscores,"['cflags', 'flag']"
index_a,2,,,,,,,,,2,lower_case_with_underscores,"['index', 'a']"
Dummy,2,,1,,,,,,,1,CapitalizedWords,['dummy']
Extension,21,,1,7,,,,,,13,CapitalizedWords,['extension']
tst_basic,7,3,,,,,,,,4,lower_case_with_underscores,"['tst', 'basic']"
TestNanFunctions_Median,1,,1,,,,,,,,ugly,"['testnanfunctions', 'median']"
Array2TestCase,2,,1,,,,,,,1,CapitalizedWords,"['array2', 'test', 'case']"
sym,11,,,,,,,,,11,lowercase,['sym']
element,16,,,,,,,,,16,lowercase,['element']
actual_dtype,2,,,,,,,,,2,lower_case_with_underscores,"['actual', 'dtype']"
dump_variables,1,1,,,,,,,,,lower_case_with_underscores,"['dump', 'variables']"
md5,14,,,8,,,,2,,4,lowercase,['md5']
r4,17,,,,,,,,,17,lowercase,['r4']
TestBytestringArrayNonzero,1,,1,,,,,,,,CapitalizedWords,"['test', 'bytestring', 'array', 'nonzero']"
r0,20,,,,,,,,,20,lowercase,['r0']
r1,92,,,,,,,,,92,lowercase,['r1']
r2,76,,,,,,,,,76,lowercase,['r2']
r3,19,,,,,,,,,19,lowercase,['r3']
check_identity,2,1,,,,,,,,1,lower_case_with_underscores,"['check', 'identity']"
subst_dict,13,,,,,,,,,13,lower_case_with_underscores,"['subst', 'dict']"
test_failing_prepare,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'failing', 'prepare']"
hasinitvalue,22,1,,1,,,,,,20,lowercase,['hasinitvalue']
has_sametype,1,1,,,,,,,,,lower_case_with_underscores,"['has', 'sametype']"
sometrue,10,1,,2,,,,,,7,lowercase,['sometrue']
default_reference_context,1,,,,,,1,,,,lower_case_with_underscores,"['default', 'reference', 'context']"
test_mask,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'mask']"
arccos,15,1,,2,,,,,,12,lowercase,['arccos']
test_zoo,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'zoo']"
new_sources,31,,,,,,,,,31,lower_case_with_underscores,"['new', 'sources']"
check_api_dict,3,1,,,,,,,,2,lower_case_with_underscores,"['check', 'api', 'dict']"
generate_libraries,2,1,,,,,,,,1,lower_case_with_underscores,"['generate', 'libraries']"
_fix_real_abs_gt_1,4,1,,,,,,,,3,lower_case_with_underscores,"['fix', 'real', 'abs', 'gt', '1']"
test_0_size,2,2,,,,,,,,,lower_case_with_underscores,"['test', '0', 'size']"
cnt0_a,15,,,,,,,,,15,lower_case_with_underscores,"['cnt0', 'a']"
nointP,1,,,,,,,,,1,mixedCase,"['noint', 'p']"
cnt0_c,2,,,,,,,,,2,lower_case_with_underscores,"['cnt0', 'c']"
_cook_nd_args,4,1,,,,,,,,3,lower_case_with_underscores,"['cook', 'nd', 'args']"
IRIXCPUInfo,2,,1,,,,,,,1,CapitalizedWords,"['irixcpu', 'info']"
orig_cwd,2,,,,,,,,,2,lower_case_with_underscores,"['orig', 'cwd']"
basestring,43,,,11,,,,,,32,lowercase,['basestring']
extra_offset,3,,,,,,,,,3,lower_case_with_underscores,"['extra', 'offset']"
isalnum,6,2,,,,,,,,4,lowercase,['isalnum']
idx_2,6,,,,,,,,,6,lower_case_with_underscores,"['idx', '2']"
test_pareto,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'pareto']"
MAxisConcatenator,3,,1,,,,,,,2,CapitalizedWords,"['m', 'axis', 'concatenator']"
checker,4,,,,,,2,,,2,lowercase,['checker']
olda,2,,,,,,,,,2,lowercase,['olda']
oldb,2,,,,,,,,,2,lowercase,['oldb']
master,1,,,,,,,,,1,lowercase,['master']
test_frompyfunc_endian,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'frompyfunc', 'endian']"
cvals,2,,,,,,,,,2,lowercase,['cvals']
_is_PentiumPro,2,2,,,,,,,,,ugly,"['is', 'pentiumpro']"
test_aligned_size,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'aligned', 'size']"
logdet,7,,,,,,,,,7,lowercase,['logdet']
TestAppendFields,1,,1,,,,,,,,CapitalizedWords,"['test', 'append', 'fields']"
pngmath_dvipng_args,1,,,,,,,,,1,lower_case_with_underscores,"['pngmath', 'dvipng', 'args']"
max_val,6,,,,,,,,,6,lower_case_with_underscores,"['max', 'val']"
ifft,14,1,,,,,,,,13,lowercase,['ifft']
assign_iterrange,3,1,,,,,,,,2,lower_case_with_underscores,"['assign', 'iterrange']"
test_numpy_ravel_order,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'numpy', 'ravel', 'order']"
_header_ext_match,2,,,,,,,,,2,lower_case_with_underscores,"['header', 'ext', 'match']"
ISRELEASED,4,,,,,,,,,4,UPPERCASE,"['isrelease', 'd']"
allow_pickle,24,,,,,,8,,,16,lower_case_with_underscores,"['allow', 'pickle']"
appenddecl,4,1,,,,,,,,3,lowercase,['appenddecl']
get_complex_dtype,4,1,,,,,,,,3,lower_case_with_underscores,"['get', 'complex', 'dtype']"
nzx,2,,,,,,,,,2,lowercase,['nzx']
A_f_2,3,,,,,,,,,3,ugly,"['a', 'f', '2']"
project,2,,,,,,,,,2,lowercase,['project']
test_isalpha,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'isalpha']"
Version,1,,,1,,,,,,,CapitalizedWords,['version']
build_module,3,1,,,,,,,,2,lower_case_with_underscores,"['build', 'module']"
CLASSIFIERS,2,,,,,,,,,2,UPPERCASE,"['classifier', 's']"
test_out,8,8,,,,,,,,,lower_case_with_underscores,"['test', 'out']"
a_low,3,,,,,,,,,3,lower_case_with_underscores,"['a', 'low']"
runner,3,,,,,,,,,3,lowercase,['runner']
TestTrapz,1,,1,,,,,,,,CapitalizedWords,"['test', 'trapz']"
write_file,2,,,1,,,,,,1,lower_case_with_underscores,"['write', 'file']"
test_legder_axis,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'legder', 'axis']"
parsers,2,,,1,,,,,,1,lowercase,['parsers']
triu_indices_from,4,1,,1,,,,,,2,lower_case_with_underscores,"['triu', 'indices', 'from']"
MAGIC_PREFIX,10,,,,,,,,,10,UPPER_CASE_WITH_UNDERSCORES,"['magic', 'prefix']"
test_logical_not_abs,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'logical', 'not', 'abs']"
outfilename,2,,,,,,,,,2,lowercase,['outfilename']
test_single_bool_index,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'single', 'bool', 'index']"
api_hash,5,1,,,,,,,,4,lower_case_with_underscores,"['api', 'hash']"
iofunctions,2,,,,,,,,,2,lowercase,['iofunctions']
defaultimplicitrules,4,,,,,,,,,4,lowercase,['defaultimplicitrules']
check_declaration,1,1,,,,,,,,,lower_case_with_underscores,"['check', 'declaration']"
rcount,14,,,,,,,,,14,lowercase,['rcount']
_VAR,2,,,,,,,,,2,UPPERCASE,"['va', 'r']"
test_index,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'index']"
test_qr_mode_full_future_warning,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'qr', 'mode', 'full', 'future', 'warning']"
test_union_struct,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'union', 'struct']"
trimcoef,12,1,,,,,,,,11,lowercase,['trimcoef']
_make_spec_file,2,1,,,,,,,,1,lower_case_with_underscores,"['make', 'spec', 'file']"
